,sumr_list
0,-18.095991680672228
1,-7.027381377719036
2,-26.262801392477467
3,-6.215519913637441
4,-14.25538130052694
5,-19.256145237311355
6,-7.912321557820499
7,-20.677268301392353
8,-4.062832515214892
9,-29.466237907680377
10,-10.655008494122583
11,-24.677452390286057
12,-1.9223980959583609
13,-11.234891630535833
14,-1.214585927948375
15,-29.202655538261514
16,-1.0932387176388052
17,-8.547865403167684
18,-21.27453365586591
19,-35.77897950462174
20,-6.862063171700775
21,-25.15319310602222
22,-18.78131868593445
23,-16.04581403692772
24,-11.885873751821794
25,-22.690079214101797
26,-4.815110631273176
27,-3.1472912002434685
28,-3.612877159800978
29,-6.351848220310188
30,-4.168246772656317
31,-9.933808235042935
32,-2.816037267457416
33,-25.385147375508435
34,-7.473202061934666
35,-65.95441684412397
36,-16.55968034821556
37,-5.191570772020716
38,-40.78788842845741
39,-8.658319322541589
40,-2.334761776966229
41,-12.439576158789592
42,-25.5734771675411
43,-9.864777837042245
44,-13.273777778444593
45,-27.12552063756516
46,-2.206170078018497
47,-9.606735053285815
48,-17.898240783994684
49,-18.680090470732065
50,-25.076433824094142
51,-24.882686575305755
52,-25.74892439399243
53,-21.948230720741904
54,-10.19951317779735
55,-34.688197399593214
56,-2.8194645722676133
57,-18.185492192950168
58,-26.195686238230884
59,-9.083819489688292
60,-15.637692032985203
