,sumr_list
0,-40.44650842355705
1,-23.357954096028777
2,-18751.445399305336
3,-1.3492948207201771
4,-2.3925397441724754
5,-24.27951529623031
6,-18.48962081178857
7,-19.518206836381946
8,-10.956049361102703
9,-48.66054016528954
10,-0.727596735971049
11,-11.266763721616528
12,-35.625755156048534
13,-24.590392633696773
14,-21.56510013312203
15,-71.95012091311172
16,-39.2608474587528
17,-30.770679704840376
18,-6.671246185876643
19,-71.04374966362013
20,-19.932010878705817
21,-15.732129713311343
22,-36.23684930060738
23,-3.7063273000600576
24,-11.112367988873675
25,-22.425450221057844
26,-27.666839861674063
27,-41.08797620876419
28,-56.79183624165559
29,-4.858842565399916
30,-15.009564338966392
31,-6.417671011967194
32,-12.392236245550407
33,-20.796374424393804
34,-0.6541841308530756
35,-37.83383447308697
36,-0.17576565187787707
37,-27.193377822363605
38,-7.651735133513358
39,-72.42236239180252
40,-41.3501116624391
41,-12.014220577379536
42,-5.997547220884458
43,-32.870895762169894
44,-21.928470294603102
45,-7.480637438732533
46,-9.945756397325647
47,-51.03465587209653
48,-55.16347645940215
49,-18.73302666973201
50,-57.08745670114928
51,-78.61093620770633
52,-47.72540542653404
53,-17.604216439285675
54,-1.007108870636461
55,-24.619645343718577
56,-20.102586197749392
57,-23.097499916017732
58,-38.763254069243224
59,-59.31505065085896
60,-103.24412978879354
61,-3.775211860338627
