A,T,rl_no_obs,smc_no_obs,rl_obs,smc_obs
0.17453292519943295,3.0,-10.660934341999537,0.0,-0.5820990638842358,0.0
0.17453292519943295,3.2142857142857144,-11.215369571046008,0.0,-0.4502816236884354,0.0
0.17453292519943295,3.4285714285714284,-13.281289293072797,0.0,-0.3696540328314662,0.0
0.17453292519943295,3.642857142857143,-15.322877988253007,0.0,-0.3660844841102251,0.0
0.17453292519943295,3.857142857142857,-13.771868613720702,0.0,-0.394484437393009,0.0
0.17453292519943295,4.071428571428571,-11.868467321201257,0.0,-0.39714403535756887,0.0
0.17453292519943295,4.285714285714286,-12.14707140834242,0.0,-0.4052778107224984,0.0
0.17453292519943295,4.5,-13.665929223247968,0.0,-0.421989562162051,0.0
0.17453292519943295,4.714285714285714,-10.804413583954133,0.0,-0.41507194528114494,0.0
0.17453292519943295,4.928571428571429,-11.767889966032666,0.0,-0.3747989333461778,0.0
0.17453292519943295,5.142857142857142,-13.973124904721908,0.0,-0.37765352500438343,0.0
0.17453292519943295,5.357142857142858,-14.187969454825957,0.0,-0.3907555931616811,0.0
0.17453292519943295,5.571428571428571,-13.711242710030895,0.0,-0.3900926212115236,0.0
0.17453292519943295,5.785714285714286,-13.361355656169797,0.0,-0.3630027587709691,0.0
0.17453292519943295,6.0,-12.799433628539338,0.0,-0.36995345068371854,0.0
0.19234240736264038,3.0,-10.348988945852733,0.0,-0.5495625807142911,0.0
0.19234240736264038,3.2142857142857144,-10.912923486204852,0.0,-0.5021200340760654,0.0
0.19234240736264038,3.4285714285714284,-10.931678693366614,0.0,-0.3799620026920285,0.0
0.19234240736264038,3.642857142857143,-11.58129864061714,0.0,-0.3581095939497067,0.0
0.19234240736264038,3.857142857142857,-13.26932980893822,0.0,-0.38695265728152656,0.0
0.19234240736264038,4.071428571428571,-13.996281531910915,0.0,-0.3904940078515952,0.0
0.19234240736264038,4.285714285714286,-12.675222426150304,0.0,-0.4629841206045056,0.0
0.19234240736264038,4.5,-11.060465589388109,0.0,-0.43409664330300446,0.0
0.19234240736264038,4.714285714285714,-12.187849941105217,0.0,-0.43606768256160916,0.0
0.19234240736264038,4.928571428571429,-11.546915317140659,0.0,-0.39943789846829814,0.0
0.19234240736264038,5.142857142857142,-12.537050543360401,0.0,-0.3913014880841967,0.0
0.19234240736264038,5.357142857142858,-14.796100039015691,0.0,-0.35994699823624005,0.0
0.19234240736264038,5.571428571428571,-12.436524692270297,0.0,-0.37668012702407827,0.0
0.19234240736264038,5.785714285714286,-13.371456929947385,0.0,-0.3610045198028317,0.0
0.19234240736264038,6.0,-13.341596719701574,0.0,-0.3578072365942448,0.0
0.21015188952584785,3.0,-12.969628122702764,0.0,-0.6607658603542247,0.0
0.21015188952584785,3.2142857142857144,-11.249521650616108,0.0,-0.4988384700021347,0.0
0.21015188952584785,3.4285714285714284,-12.004818435677118,0.0,-0.37712220933325324,0.0
0.21015188952584785,3.642857142857143,-14.835357212962785,0.0,-0.3734990341247651,0.0
0.21015188952584785,3.857142857142857,-12.511223882957184,0.0,-0.4208098529187431,0.0
0.21015188952584785,4.071428571428571,-13.618704594205807,0.0,-0.4651910433663242,0.0
0.21015188952584785,4.285714285714286,-13.952795551558872,0.0,-0.4339869790666742,0.0
0.21015188952584785,4.5,-14.860664146184362,0.0,-0.4054685792557955,0.0
0.21015188952584785,4.714285714285714,-12.114417312097608,0.0,-0.45253931339727343,0.0
0.21015188952584785,4.928571428571429,-11.605572940874334,0.0,-0.42240152904712724,0.0
0.21015188952584785,5.142857142857142,-12.417914680185323,0.0,-0.40074094243642294,0.0
0.21015188952584785,5.357142857142858,-12.893261350370338,0.0,-0.3648716431594378,0.0
0.21015188952584785,5.571428571428571,-13.926014316341252,0.0,-0.35352834864411176,0.0
