,sumr_list
0,-43650.4139716395
1,-103608.97246231436
2,-49099.244349478395
3,-48588.44663315291
4,-64074.790698696044
5,-300256.0729735379
6,-39126.55600409932
7,-64729.90710792123
8,-87238.51267561872
9,-26341.793142107566
10,-69427.69405835473
11,-84143.47757693888
12,-21600.256729478326
13,-135926.14336064915
14,-14586.01305472619
15,-299513.33592962957
16,-127847.97505651083
17,-64711.114757713876
18,-280680.20929551916
19,-36328.741088999406
20,-152085.43112967236
21,-54340.11647155589
22,-57047.17709589084
23,-48329.32085573296
24,-61801.97952003546
25,-116290.77697093482
26,-42038.01440427679
27,-191479.57231134948
28,-195984.78022746855
29,-47967.84531571589
30,-34571.34194651081
31,-83991.19180076582
32,-75380.7759455741
33,-124683.2791249911
34,-42158.980723967565
35,-38789.480469389586
36,-69633.34178325748
37,-81058.68465548148
38,-88813.25798488819
39,-36964.40492048013
40,-106705.90579588487
41,-32876.831088958475
42,-148393.29893743093
43,-100124.5810932297
44,-52477.30997807025
45,-73105.6653374674
46,-108991.91254838994
47,-49210.21304545799
48,-55860.8326031358
49,-2653.231200379133
50,-66851.3975778357
51,-16258.425888739313
52,-68418.20433540083
53,-84204.37418604082
54,-94140.82664607585
55,-101314.29921442972
56,-46830.35381479766
57,-472368.97870473086
58,-44283.37328767767
59,-63029.727830378666
60,-98829.8524187531
61,-84606.85745444354
62,-36111.02373036756
63,-73654.76979043269
64,-51211.44554671026
65,-33993.734528793364
66,-57129.66080844702
67,-57393.653884352825
68,-1016480.3826877557
69,-94875.0347802573
70,-61490.83815471726
71,-362850.4062219176
72,-45816.27434476269
73,-92466.6999324717
74,-59927.89485891558
75,-63377.720989756046
76,-112135.19470755232
77,-76433.98195001013
78,-45445.549035830874
79,-36040.356598964674
80,-73829.38305091126
81,-54745.18594759421
82,-44319.19107810875
83,-188238.69330977998
84,-54713.91721561153
85,-65830.10000573414
86,-93454.32670230228
87,-44414.68829601293
88,-44277.81725197317
89,-244258.4432660567
90,-81681.8418978887
91,-45668.575367354744
92,-26089.706076542818
93,-35585.65003801032
94,-50635.07263859305
95,-70848.50369497652
96,-118980.16426502795
97,-33959.63132781918
98,-195807.70493477804
99,-96041.70024157749
100,-90520.23321443655
101,-53381.48693267778
102,-95258.95373319945
103,-96461.22953426445
104,-45251.83940446306
105,-71118.41113670594
106,-48026.15697051075
107,-40569.99160690819
108,-208382.25346796817
109,-74584.08743027828
110,-28405.94552356888
111,-39354.9604453275
112,-158435.64757732453
113,-90169.48867034493
114,-55330.23523592569
115,-110467.25589209175
116,-67688.39470495009
117,-72450.05223418788
118,-99611.50835050874
119,-86771.3113310305
120,-58896.055499892216
121,-89604.41447552407
