,sumr_list
0,-4878.876135714645
1,-52.33275718857174
2,-35.15112313160215
3,-15.335654391272257
4,-16.7312986811026
5,-18.2835646591394
6,-1.775552187016937
7,-18.67981455162526
8,-13.435315912923343
9,-8.848028204034202
10,-28.97309638393339
11,-20.044745755473713
12,-8.318174054950038
13,-1.502578020748315
14,-7.6528954550328505
15,-16.516073660032937
16,-31.068233730757303
17,-11.824799899520983
18,-27.224671894278426
19,-15.570480686189867
20,-36.765131755771165
21,-2.3863035116769074
22,-27.625666890643846
23,-20.442709222039106
24,-16.27317936208589
25,-52.19460850896361
26,-19.114618441885085
27,-10.69944491644182
28,-24.035232970257756
29,-4.647247346419049
30,-23.198539662627535
31,-8.912578725061435
32,-11.759869383487237
33,-2.022580380302455
34,-17.651779168545296
35,-17.723740415681377
36,-38.269935081666155
37,-4.5233348824302695
38,-13.259987977279831
39,-15.688710185874369
40,-26.343134199578053
41,-25.647330175701914
42,-14.190269873986004
43,-9.544244771844545
44,-6.208557412919941
45,-16.774705386359752
46,-2.31319460412896
47,-1.9295381678765244
48,-19.592677172198243
49,-5.613368378445073
50,-12.44429936792459
51,-11.000241972606748
52,-16.67671074163223
53,-1.4658123994148087
54,-48.45326420546875
55,-8.424101184607247
56,-35.51828737734344
57,-51.871809654159414
58,-3.736229003250337
59,-5.366819238150974
60,-4.720985710076115
61,-9.26988550300142
62,-19.554993904357094
63,-4.203855402447221
64,-26.06643063443076
65,-2.528787200451789
66,-32.80781151599355
67,-13.497033180510442
68,-33.61888312199466
69,-26.501112490536265
70,-30.361027310522523
71,-1.4946671474857354
72,-3.184635889678115
73,-13.857443877227546
74,-34.11511021539775
75,-12.171542501134702
76,-8.023605954510959
77,-41.29652412142375
78,-0.5948796188809361
79,-5.0862768862917
80,-6.508007344575683
81,-6.55350908316529
82,-10.62694173953037
83,-26.578633763058853
84,-10.87888804821131
85,-20.84607343271684
86,-51.88760611340944
87,-7.952728349693422
88,-8.855587183928758
89,-1.725169826458976
90,-32.06169127091941
91,-25.64119615704158
92,-27.4732388215283
93,-18.268686399116252
94,-32.20271847084493
95,-12.477184075249404
96,-9.623703248159316
97,-11.185802235881122
98,-17.348153335432354
99,-1.637274595352945
100,-11.406307413239638
101,-21.633353619417893
102,-41.742361369415505
103,-8.980877761649067
104,-60.63672646032297
105,-24.080270608276287
106,-3.542165830030871
107,-2.0900890376015817
108,-20.152667955046322
109,-15.841104785163745
110,-42.2005137678269
111,-6.613093178980538
112,-2.483162573724982
113,-6.420846786247953
114,-23.70079832160042
115,-16.428349569315507
116,-3.8563256670218244
117,-1.4007335663887102
118,-7.3557365043173
119,-8.146009394401204
120,-11.408309775239822
121,-3.4481183562991045
122,-12.740728399616502
123,-27.528122443321223
124,-5.049116432761549
125,-8.118395982620308
126,-7.616893402469621
127,-37.865404746959726
128,-71.08641724081728
129,-4.271179379536471
130,-35.00320191105962
131,-27.218962357260423
132,-11.62765236274547
133,-7.838137377360367
134,-0.5301260552318031
135,-9.239447921970777
136,-6.9925241179054325
137,-9.893752398560054
138,-21.415469621653322
139,-0.7825519923998409
140,-5.569897622378134
141,-8.930148747072147
142,-5.06611303385686
143,-1.3678235395756861
144,-14.814971288333043
145,-19.93602944531792
146,-8.830314126275205
147,-20.997288063986517
148,-7.340089931968943
149,-9.963951150568983
150,-4.560185111883949
151,-63.20294165057913
152,-5.372629493663977
153,-12.918553200178222
154,-30.464667487562988
155,-23.42005869958562
156,-9.007741718595401
157,-6.744175579372521
158,-13.323469913655812
159,-16.352404550802735
160,-9.962002764132405
161,-13.79568467898664
162,-2.8309035555439217
163,-4.125143369418274
164,-1.7246728771807538
165,-3.613956013932739
166,-43.7763765410181
167,-38.25816867538271
168,-21.561591306822553
169,-9.065673953427552
170,-8.957623648798835
171,-19.90134459765064
172,-1.3929142205349645
173,-29.247523383422386
174,-29.771385786587786
175,-9.708388786849149
176,-11.292653448174791
177,-7.778165701126961
178,-30.95465624354658
179,-10.553705704255183
180,-15.014842010321544
181,-27.5010749979632
182,-8.447344278577091
183,-6.6314719993372035
184,-8.304458313349558
185,-24.25120451289715
186,-20.413970517833977
187,-57.55463024154271
188,-4.8554291017921685
189,-31.843160535374363
190,-8.574901613082222
191,-24.4521378785618
192,-1.2506984595167936
193,-5.866465354670182
194,-10.636273879136317
195,-27.927650354114512
196,-6.385109197355572
197,-23.754509010659167
198,-18.353708814132627
199,-45.09361979357791
200,-6.015530738764902
201,-2.0183222329774972
202,-6.007867783337562
203,-16.73383007654325
204,-13.201467500246125
205,-2.3965122090555684
206,-38.81834980605765
207,-23.543820581910325
208,-18.333350533551933
209,-4.52726044391903
210,-7.1964937538366875
211,-59.328488759879725
212,-3.9441511715839757
213,-1.9567979533597126
214,-16.085468475159576
215,-6.931431661222668
216,-25.454270791816167
217,-19267.96837235926
218,-44.26583723097975
219,-35.20044168596174
220,-19789.85227625346
221,-14.115425095484335
222,-1.4522600886115686
223,-18.94363501430364
224,-1.4325220532896399
225,-32.7260323363104
226,-16.6890598734883
227,-4.498798021190326
228,-33.35322331505175
229,-19170.788088940197
230,-1.3527171382244378
231,-9.126131420199464
232,-11.550899734211129
233,-7.073899361977375
234,-2.0647221545959624
235,-19898.988339450952
236,-5.046885211340999
237,-3.2063674607585977
238,-1.658745713820108
239,-1.600391179173691
240,-15.872852223371133
241,-16.961877124597134
242,-38.94185625112454
243,-29.92134322974809
244,-14.725859460834087
245,-1.2661884644692916
246,-8.74317009427412
247,-47.72840726785708
248,-34.90709397360761
249,-20.609220705833078
250,-7.478612807715621
251,-50.56495190765735
252,-6.276296017247046
253,-9.391137468575764
254,-28.15988757494266
255,-6.241991381623175
256,-74.4720042647689
257,-27.849800676484058
258,-14.345279753269873
259,-8.281160239443723
260,-26.5727656762853
261,-30.137452227125706
262,-10.34474601264628
263,-8.229899810279306
264,-6.571918234810431
265,-13.646041828574866
266,-20.333961942012902
267,-35.49339013704524
268,-3.495996523970445
269,-57.21606800892675
270,-29.52680716602396
271,-15.155625671712174
272,-25.415174835662604
273,-9.385543017937268
274,-2.0834024172124717
275,-21.621116571391177
276,-52.470844140225154
277,-14.501328950566428
278,-23.222242613804518
279,-19640.356747050486
280,-2.630139159408625
281,-7.5649110540205085
282,-28.757736249220578
283,-6.204146204357921
284,-13.603396569488016
285,-32.71138019040363
286,-6.330237808829836
287,-14.155440776375753
288,-31.81978038420781
289,-3.840725173902097
290,-5.080363359675213
291,-52.09988119928894
292,-11.594882783246511
293,-49.931321261461804
294,-5.960679046073125
295,-7.77093330258776
296,-9.736955385083231
297,-32.83456138987261
298,-3.69998620524398
299,-8.347968227624868
300,-13.371615973459525
301,-27.390731430931716
302,-3.1179276454940106
303,-11.960239616118686
304,-11.115620058606911
305,-3.023833001448031
306,-14.906835241094456
307,-8.313347470705876
308,-19.807373886334965
309,-18.418727668162703
310,-6.717169188659037
311,-18.76809060179296
312,-35.51471263298311
313,-8.169410649002733
314,-18.580533909514063
315,-14.452109048281933
316,-3.3494846354844494
317,-11.122806427510326
318,-33.20952613845192
319,-6.933477763115048
320,-18704.99866238462
321,-5.62856209644365
322,-17.540583424469943
323,-20.375312793587906
324,-0.5636840333506121
325,-1.9857333312272363
326,-39.08301265200963
327,-23.543194307892293
328,-26.34785666789882
329,-27.49150361532943
330,-6.8126929796461
331,-34.52980286202487
332,-12.725864767513716
333,-7.352623207802658
334,-14.463597837101002
335,-71.16960547367542
336,-19.64958685361025
337,-14.54709925833838
338,-10.51557867816652
339,-2.012638935797902
340,-54.190002322144565
341,-20731.411150017644
342,-8.120603411065698
343,-38.44269393281865
344,-11.788305206607411
345,-6.383971234762537
346,-6.378746703673248
347,-16.872445025331604
348,-18.72620645931825
349,-14.37047950481053
350,-8.181965127637723
351,-52.89280480597422
352,-18.270906921259858
353,-43.208881252866014
354,-5.33092218190676
355,-32.548833166814596
356,-21.522439902594485
357,-55.862004873629246
358,-5.195190134756191
359,-81.94901558512083
360,-38.18460500463491
361,-4.989922945907739
362,-10.606736683996335
363,-5.312337216555043
364,-19880.273039384105
365,-16.70674143645607
366,-0.33233585939550897
367,-4.253791753323327
368,-6.825187901686189
369,-1.4268150006366538
370,-12.275053831039733
371,-12.55352920819021
372,-25.23581564870813
373,-11.584139896991868
374,-4896.503357382814
375,-0.886387138145427
376,-0.7969418160523652
377,-8.88211655064524
378,-39.226415607625384
379,-59.62896964524692
380,-25.20741388792788
381,-33.993760280405645
382,-12.031096677833265
383,-36.102367166002814
384,-20.957572649782907
385,-20.723079078274235
386,-14.129721340415442
387,-9.425169515305187
388,-48.746317381634505
389,-20667.509728116533
390,-3.33715638608782
391,-10.510916391711634
392,-9.825191052398518
393,-23.419227105843134
394,-17.572090492651704
395,-22.75515452986028
396,-90.4151932337727
397,-20.69818313265773
398,-3.4293250615833664
399,-35.007761832685595
400,-18.93010041745974
401,-14.778226370509875
402,-82.86968680368523
403,-17.960892383524957
404,-65.51671406345132
405,-2.7891633059334042
406,-9.000980455160901
407,-6.768344682242231
408,-27.501744728949248
409,-5.19529289442092
410,-11.647010532935148
411,-7.82243107330231
412,-38.46844157709127
413,-3.6962479855806527
414,-4.214361744807459
415,-3.3426762698321797
416,-2.734122505324679
417,-3.015492512457668
418,-3.436580828822676
419,-3.800691550576714
420,-19554.18087290653
421,-16.49629413165239
422,-14.466766526353677
423,-3.594634811652357
424,-35.65468675444778
425,-74.8043793728672
426,-14.080659529432408
427,-38.833877453761374
428,-6.786554370585406
429,-45.595876693486474
430,-9.156327286715701
431,-19.460973740503693
432,-1.3867193235717075
433,-5.387732473115534
434,-5.156344743119739
435,-4.4842786811141755
436,-103.93142905917031
437,-37.31514727651286
438,-2.583225278088121
439,-15.44921607844628
440,-9.335460301087295
441,-15.762945684105443
442,-7.948653206446985
443,-19597.777057119
444,-62.55967433259249
445,-18946.64205062034
446,-62.04989496815003
447,-4.850836913183454
448,-49.50511822397068
449,-5.602666400679131
450,-8.782721986525747
451,-25.809381789915673
452,-9.757202147835507
453,-19.124644369148093
454,-20970.07323505299
455,-7.2470691100295515
456,-4.011079526644929
457,-8.102030292133344
458,-17.209616050375658
459,-16.687732887176036
460,-16.136885995368058
461,-1.1747430434033925
462,-3.0277370822306606
463,-14.913866617875177
464,-7.272549898746228
465,-8.405606209571497
466,-61.82097904245017
