,sumr_list
0,-10929.233069663196
1,-1381.0935391943283
2,-1387.5898419559176
3,-708.5576569731544
4,-1080.7748713158428
5,-1081.4857484436438
6,-1763.2600751907344
7,-1598.4948649122634
8,-4072.2516751664184
9,-2792.2258700188345
10,-1402.698007952042
11,-325.09426591750855
12,-5095.81403379741
13,-3428.126270117294
14,-3184.643878798172
15,-6962.030683407195
16,-1436.7122491037283
17,-2904.3227484153313
18,-4979.235439800666
19,-1055.1986042682076
20,-3018.799827013696
21,-971.5549152981282
22,-1037.1932074721246
23,-6253.522383972049
24,-4127.883734870992
25,-2633.402350008963
26,-1764.7718285722203
27,-3986.1998262586826
28,-3771.9539363406325
29,-279.61097775534734
30,-1691.2939467787612
31,-2479.4058607639545
32,-2278.737236286571
33,-500.16386667116603
34,-3017.4443698451155
35,-2196.7755031942424
36,-1367.4025633017188
37,-1259.9545378425364
38,-2260.8039496572837
39,-3225.9716013294988
40,-4509.314068281883
41,-3893.2051282838347
42,-1238.0059312739927
43,-1187.1304170530889
44,-3673.1643370061115
45,-257.5348642920653
46,-2069.7915151333755
47,-2311.3410492149337
48,-672.1546706133089
49,-1857.6982008731368
50,-407.25474453464307
51,-2649.5590272502163
52,-1742.6079752810876
53,-1576.7652316541166
54,-1046.132988061169
55,-4204.605253617507
56,-3654.9190172483036
57,-2509.910980085118
58,-2564.2297283195717
59,-2540.7384668482046
60,-496.5474727120977
61,-631.0937801216959
62,-2252.1624793257156
63,-2258.6723219769533
64,-2128.172742344267
65,-2226.4410467624593
66,-3992.8544699621793
67,-2758.508672501546
68,-517.9743011031801
69,-1071.7844039937531
70,-1500.0500278092297
71,-1279.4170431398063
72,-2662.159034384588
73,-2828.819797939783
74,-422.96168658386676
75,-2744.383405979496
76,-561.6475003533978
77,-1576.3328488121192
78,-2424.1202924181075
79,-4410.70292495047
80,-938.9053081299757
81,-2537.0825481852635
82,-908.5318498887274
83,-3097.1532344141833
84,-9157.017771901094
85,-1175.9238773534203
86,-1685.5397332767725
87,-3402.048845654828
88,-2032.3100242132853
89,-6001.409120173872
90,-3577.918372850488
91,-1005.2322395184624
92,-677.5243742460979
93,-4327.998081549986
94,-5185.879050818492
95,-3078.4608498579837
96,-219.9859486061874
97,-2286.3431576552302
98,-1263.2176612721566
99,-532.8442647814886
100,-2902.267525753354
101,-420.91969368476396
102,-2960.7083084200813
103,-3958.813221471014
104,-2521.279061081559
105,-4432.039312380322
106,-1915.3361192985276
107,-4648.332689756704
108,-3795.6029042036257
109,-2940.0396035451067
110,-573.9465515479112
111,-3101.077035277138
112,-6586.729008252505
113,-3529.698518914719
114,-599.5980718387593
115,-1549.4579763453091
116,-1680.3631943936823
117,-4907.884913148979
118,-1115.0894774578574
119,-4309.360434325663
120,-2376.1310331098543
121,-1482.7689995259684
122,-1010.2668535860065
123,-2301.4851238611027
124,-3485.9916817272547
125,-3066.2831956485825
126,-1761.8833424456157
127,-1305.589024333235
128,-402.5946301792356
129,-3951.030784340429
130,-2951.5535970789297
131,-4199.195725635123
132,-3093.561045144736
133,-3071.8875702502173
134,-686.3364207082594
135,-785.585427501516
136,-1268.2151394380187
137,-456.93795507597076
138,-1701.8807168754736
139,-1239.5085059815822
140,-3176.8805557465507
141,-2618.960736009496
142,-1039.042352706027
143,-1446.2392776387715
144,-373.1240987668532
145,-4609.19373542101
146,-3565.0474245979985
147,-5114.277135891527
148,-1275.0626352565894
149,-1147.2107227233996
150,-5780.032410882679
151,-3726.707417394737
152,-656.2405796931828
153,-2715.4306453463028
154,-1292.6174564036696
155,-897.5334901957293
156,-1434.1304400996817
157,-317.0091850346224
158,-632.5991211490482
159,-9213.076700710451
160,-7004.133768492067
161,-2535.630526044073
162,-3420.706235668793
163,-2384.9952998908284
164,-882.1643645483357
165,-1022.4274183098886
166,-3001.8143432640322
167,-2945.4210369480543
168,-637.0195622093124
169,-913.5513547042009
170,-5195.0391121683215
171,-556.6117591963091
172,-1784.4125726069967
173,-2359.093541990091
174,-6849.71360417845
175,-1240.2665121352798
176,-2325.998738347014
177,-328.1365602303353
178,-1224.0429067676548
179,-2040.0880513006798
180,-2555.6531952780088
181,-3512.00200031815
182,-1616.1905776775627
183,-1890.2688871648138
184,-1720.3147161530414
185,-7621.165108762144
186,-4072.25456011029
187,-602.4334554511541
188,-2680.79864253624
189,-2193.0472171241154
190,-160.25927235657056
191,-5853.56254107763
192,-5478.984371734488
193,-448.80982816053177
194,-42.14192085237713
195,-1859.4966757230466
196,-641.082305009012
197,-950.1657576269843
198,-2488.6912271223046
199,-6156.834829158382
200,-4170.406584064544
201,-5414.331601298777
202,-2404.0541481930754
203,-71.24521230182323
204,-3172.1378272551456
205,-2766.6865912057765
206,-3319.047809637205
207,-696.2709959857771
208,-1552.636391246862
209,-1581.3684103016262
210,-953.5917094844292
211,-1676.0194401459341
212,-2203.402913490617
213,-936.1896293641646
214,-765.9355463674952
215,-663.6918985442803
216,-890.4994837220132
217,-3538.05607325047
218,-2165.671399273748
219,-3180.0920364743483
220,-265.62407151452624
221,-3391.175386736468
222,-2690.355410391747
223,-4501.878506783456
224,-773.9521709799988
225,-1739.7383558042145
226,-1754.54398545455
227,-4362.184607577193
228,-2520.363510455211
229,-1160.4677971960587
230,-4744.11857531835
231,-727.8867708975655
232,-906.7193562938061
233,-7186.251278111081
234,-2543.32145413961
235,-2194.000328881961
236,-1337.9285917811712
237,-2856.2876629024763
238,-1546.085747932798
239,-436.2478851222045
240,-1230.6828518221635
241,-4762.5642178352955
242,-1483.3495256367487
243,-4485.6308765172635
244,-4184.103659600466
245,-545.8672927736849
246,-1110.181019515499
247,-3477.4618104668557
248,-4121.2895132637195
249,-1540.7536130051858
250,-1257.9183823828148
251,-1073.4796216226005
252,-463.9548006541778
253,-3886.9839246281913
254,-3311.7411358089275
255,-2162.093306230835
256,-679.651535427483
257,-2026.8995473382702
258,-549.9456301836062
259,-2900.7961492594604
260,-1471.3108581899844
261,-1480.023480712394
262,-3321.7884556504428
263,-2174.1074079195578
264,-1870.022179276062
265,-2343.996988012543
266,-3775.5733683805065
267,-3939.474340654647
268,-5508.446454890959
269,-3305.23411875834
270,-1696.7267677813338
271,-4828.060787831933
272,-4097.80541058698
273,-3798.2765997327306
274,-2753.3434979071217
275,-9919.28632246252
276,-588.5956811911453
277,-901.4099940745272
278,-705.7056802432388
279,-3482.724372906465
280,-4451.72652294926
281,-1429.0240881447835
282,-3898.0934100074705
283,-1564.3123748966486
284,-2300.0837009472466
285,-1842.0481502963758
286,-2629.6030409999366
287,-1685.624482922376
288,-564.4153461568666
289,-3754.2476383935705
290,-2908.778633682385
291,-5824.544872466452
292,-2250.6655570915846
293,-1259.1298339489954
294,-371.1995306872781
295,-4757.136148028377
296,-1939.090379902648
297,-810.2396220488711
298,-150.90433148378884
299,-2967.733006080793
300,-1233.84601951121
301,-3092.60347944116
302,-5798.80354319596
303,-7622.472325970227
304,-4172.874509056731
305,-223.36543038742218
306,-6722.502799419096
307,-704.4029346558857
308,-1396.2479232533158
309,-918.3293799189846
310,-765.0642327285723
311,-4079.4110547399528
312,-584.9041258861456
313,-2136.911913496006
314,-3052.2423630772937
315,-394.3123875906891
316,-2332.4903523422518
317,-6233.875264161488
318,-377.6671358244081
319,-2328.4716964312365
320,-1392.4235401129104
321,-1248.8219261468976
322,-570.4404888207555
323,-3979.0159347034128
324,-2430.880073069515
325,-5367.4741582748575
326,-1648.2572510746263
327,-160.90284942823325
328,-2735.5175790003273
329,-529.7872373657643
330,-1409.054037363462
331,-4164.139569832825
332,-839.0759492573194
333,-1505.451877120864
334,-5215.259315527549
335,-1904.9958447251283
336,-1263.731680645689
337,-1561.8712600748106
338,-444.5193844185943
339,-288.94258547633933
340,-1020.5273684439225
341,-1412.9634517348527
342,-2292.0776047890145
343,-4074.2273699249895
344,-2385.8525086887435
345,-1875.6360020751604
346,-1819.2060055799122
347,-464.54021050230523
348,-5324.381768019196
349,-1517.0055963633904
350,-852.2313372717641
351,-3560.1696186971085
352,-2868.1188069677232
353,-716.840353847929
354,-1782.028961006402
355,-455.6482364964599
356,-1860.374102518056
357,-4191.125964772295
358,-5199.599755101605
359,-2935.8190247836
360,-3018.1307104322063
361,-1346.4363725692667
362,-1356.2268765600852
363,-3167.1029073469977
364,-3940.641813014842
365,-1788.9208311334844
366,-2596.778686070456
367,-1239.859181796785
368,-1747.896557236197
369,-2278.980126821981
370,-941.3459786261856
371,-2510.5956276327465
372,-5307.636851101397
