A,T,r1,r2
0.0,3.0,0.0,0.0
0.0,3.2142857142857144,0.0,0.0
0.0,3.4285714285714284,0.0,0.0
0.0,3.642857142857143,0.0,0.0
0.0,3.857142857142857,0.0,0.0
0.0,4.071428571428571,0.0,0.0
0.0,4.285714285714286,0.0,0.0
0.0,4.5,0.0,0.0
0.0,4.714285714285714,0.0,0.0
0.0,4.928571428571429,0.0,0.0
0.0,5.142857142857142,0.0,0.0
0.0,5.357142857142858,0.0,0.0
0.0,5.571428571428571,0.0,0.0
0.0,5.785714285714286,0.0,0.0
0.0,6.0,0.0,0.0
0.015176776104298517,3.0,-0.002360538215800876,-0.004373587928934221
0.015176776104298517,3.2142857142857144,-0.0021641386712073327,-0.003974089248292188
0.015176776104298517,3.4285714285714284,-0.0019881933409371644,-0.003619003798175702
0.015176776104298517,3.642857142857143,-0.001834753873275237,-0.0033184843081736585
0.015176776104298517,3.857142857142857,-0.0016938530832928732,-0.0030422348698114794
0.015176776104298517,4.071428571428571,-0.0015583045911169516,-0.0027879716288921903
0.015176776104298517,4.285714285714286,-0.001454445683792022,-0.0025738118456275967
0.015176776104298517,4.5,-0.0013702519045936633,-0.0023944262584988836
0.015176776104298517,4.714285714285714,-0.0012905625402365253,-0.0022344759163568607
0.015176776104298517,4.928571428571429,-0.0012150723402560726,-0.002087362589040308
0.015176776104298517,5.142857142857142,-0.001143105118752659,-0.0019537099654656376
0.015176776104298517,5.357142857142858,-0.0010815134765727943,-0.0018340007678050768
0.015176776104298517,5.571428571428571,-0.0010267414498278074,-0.0017260965055691884
0.015176776104298517,5.785714285714286,-0.0009791641965416363,-0.0016267818175983992
0.015176776104298517,6.0,-0.0009315264945088708,-0.0015336713288271492
0.030353552208597034,3.0,-0.005739210922522112,-0.010903179565093887
0.030353552208597034,3.2142857142857144,-0.005327995217085264,-0.009988361264824094
0.030353552208597034,3.4285714285714284,-0.004900827754168273,-0.00914075994482443
0.030353552208597034,3.642857142857143,-0.004551628024230583,-0.008448128887853675
0.030353552208597034,3.857142857142857,-0.00418367017418634,-0.007800853376952478
0.030353552208597034,4.071428571428571,-0.003829132923196271,-0.007186621839092878
0.030353552208597034,4.285714285714286,-0.0035562641281911968,-0.006677472486482998
0.030353552208597034,4.5,-0.0033626801968451832,-0.00625819531342257
0.030353552208597034,4.714285714285714,-0.003167621673841678,-0.005876950698330495
0.030353552208597034,4.928571428571429,-0.002980970759849514,-0.005516637955394557
0.030353552208597034,5.142857142857142,-0.0028037559456782274,-0.005186988407952154
0.030353552208597034,5.357142857142858,-0.0026622910299087896,-0.004894767556181956
0.030353552208597034,5.571428571428571,-0.002536622869109286,-0.0046343145047898614
0.030353552208597034,5.785714285714286,-0.0024089806273836323,-0.0043944225238659994
0.030353552208597034,6.0,-0.0022865122305850537,-0.004166565322982958
0.04553032831289555,3.0,-0.00948048585307907,-0.017960414781875024
0.04553032831289555,3.2142857142857144,-0.008800319253867716,-0.016493295540463884
0.04553032831289555,3.4285714285714284,-0.00810258337317793,-0.01508901003334836
0.04553032831289555,3.642857142857143,-0.007582857887711378,-0.013986590725254239
0.04553032831289555,3.857142857142857,-0.007006200527981711,-0.012947409244525334
0.04553032831289555,4.071428571428571,-0.0064128654706573,-0.011937986088741368
0.04553032831289555,4.285714285714286,-0.005960490831980354,-0.01111761731276589
0.04553032831289555,4.5,-0.005675812662902061,-0.010456313006981612
0.04553032831289555,4.714285714285714,-0.005371467256417418,-0.00984556669171088
0.04553032831289555,4.928571428571429,-0.0050398862771922105,-0.009255178926673716
0.04553032831289555,5.142857142857142,-0.004740228747184617,-0.00871360229734254
