,sumr_list
0,-41.28075938322965
1,-11.968869271921141
2,-14.199579477797803
3,-61.48735933121747
4,-19.61005278654042
5,-18.706246414092984
6,-22.538169275509365
7,-11.223026279847316
8,-9.949584747140525
9,-49.52764496077511
10,-14.038852221759534
11,-16.82774920400088
12,-22.485497901203306
13,-12.127987906290972
14,-33.53847634411657
15,-36.82566181187957
16,-33.77613416681828
17,-9.688713686067928
18,-20.994858252325507
19,-40.056019207722265
20,-91.47809791227819
21,-23.664987733146116
22,-23.300041899851195
23,-17.370745495937893
24,-63.66641054106432
25,-38.9598431421328
26,-20.463646495754016
27,-16.0473507341158
28,-53.26648715646988
29,-60.41087147793582
30,-41.87640121638738
31,-28.28857839314776
32,-8.25482680442119
33,-65.3740363603755
34,-51.72443063352916
35,-30.555002325548717
36,-29.67055702868735
37,-16.566266648985554
38,-19.40653822098844
39,-16.700653052015806
40,-30.48824191779461
41,-36.01632542835839
42,-16.093045010650947
43,-15.515076429366884
44,-15.948777727056433
45,-29.48409488424003
46,-14.31686156350124
47,-11.083069536983881
48,-40.1736597967323
49,-91.74787521416252
50,-20.629910126937197
51,-37.19893726602564
52,-1.403905242342431
53,-19.134907300921984
54,-10.334392115544956
55,-100.66021917603447
56,-58.46734515492162
57,-20.6679049534777
58,-19.66964289002559
59,-17.002366627671357
60,-25.461944756881184
61,-58.86172899711316
62,-29.161828748560538
63,-19.540749251772876
64,-34.02357337544876
65,-19.677009063710496
66,-45.17306881121179
67,-18.279225344664198
68,-31.180067789938146
69,-28.732502064900114
70,-9.24035759900668
71,-23.110506836514197
72,-47.7618232952496
73,-14.323483496826965
74,-20.33023971702257
75,-17.47164899116296
76,-7.3606907386577705
77,-22.901982123604057
78,-41.651513871190495
79,-121.26583097505285
80,-14.15123140151339
81,-6.525371818662505
82,-33.825891641495865
83,-10.706874296664935
84,-5.227621824843056
85,-7.928124115522731
86,-24.777939175694694
87,-21.41868611675112
88,-25.150480181474762
89,-7.922654928533323
90,-32.41220958024563
91,-14.271229273069816
92,-15.68737831960968
93,-7.149502619660185
94,-20.15302496119246
95,-32.05122508764697
96,-13.760507639840284
97,-17.64409276860473
98,-27.969214705238503
99,-9.202776734275194
100,-57.51237851083242
101,-11.773358706791326
102,-36.979490243075006
103,-13.918352015515199
104,-7.542580472957783
105,-35.40986690683185
106,-28.341585410915776
107,-66.21247815613516
108,-43.92641128907935
109,-16.542180358846284
110,-61.04700933833068
111,-7.6536976367036305
112,-56.411983697705246
113,-3.5073520176186155
114,-21.889127003643164
115,-10.296460452031958
116,-20.07640923778744
117,-19.87323343250458
118,-4.026026674135164
119,-25.041474055439785
120,-4.759492582794352
121,-17.162474745886744
122,-14.373348211017682
123,-43.924378968955764
124,-26.999668706337825
125,-11.432442915477417
126,-49.06483657090461
127,-41.65973988456238
128,-24.617812254016485
129,-13.976974946729348
130,-25.1876355977712
131,-15.895873376176336
132,-0.5803656598669151
133,-2.1825784873504457
134,-48.05086965465798
135,-5.144975933010701
136,-34.684134264527
137,-22.559716437205022
138,-4.210862114374033
139,-6.869768931734192
140,-28.084086606721858
141,-39.67454252071723
142,-16.595472658129314
143,-43.806401640303825
144,-28.53919307298772
145,-6.554144356879241
146,-59.28979712635882
147,-2.7935997805358794
148,-31.426828909798807
149,-0.26459321082138626
150,-64.1093098173165
151,-14.998580833066445
152,-20.63042632771654
153,-8.583144740900956
154,-46.57157536730497
155,-36.49725403450277
156,-14.029795854024593
157,-22.144529952394937
158,-16.57539270877393
159,-13.565276722102812
160,-39.2749835058391
161,-15.526031807995176
162,-18.336918188805097
163,-16.247387866334005
164,-6.108788191542257
165,-24.106953194676315
166,-26.679004389468936
167,-34.24335725973252
168,-36.31653201133501
169,-15.349442002734929
170,-13.110522888324004
171,-19.412029346615952
172,-57.77348839510311
173,-47.84935429450827
174,-15.208242420051647
175,-18.747864235606073
176,-18.247555001918297
177,-38.2000107345661
178,-33.73781607846284
179,-30.104337237900932
180,-57.68131605657641
181,-49.57001164165674
182,-17.74357374489768
183,-16.998952194809288
184,-53.187088666075404
185,-35.1863611430058
186,-53.37662675669481
187,-22.871430293885886
188,-7.827188456881594
189,-21.223871154751194
190,-9.24555827547235
191,-42.001626890908014
192,-7.7560138911888155
193,-25.316702684627543
194,-20.58597947655357
195,-12.8023651397874
196,-4.041841482289474
